,industry_code_wage,industry_title_wage,recovery_wage,peak_wage,growth_wage,growth_pcg_wage,recovery_empl,peak_empl,growth_empl,growth_pcg_empl
652,33152,Nonferrous metal foundries,2010.0,892.0,128.0,14.349775784753364,2007.25,1339.0,-270.0,-20.164301717699775
653,33211,Forging and stamping,2010.0,1028.0,140.0,13.618677042801556,2007.25,2607.0,-215.0,-8.247027234369005
654,33221,Cutlery and handtool manufacturing,2011.0,1001.0,168.0,16.783216783216783,2007.25,1575.0,-217.0,-13.777777777777779
655,33231,Plate work and fabricated structural products,2013.0,1063.0,96.0,9.0310442144873,2007.25,6461.0,-453.0,-7.011298560594335
656,33232,Ornamental and architectural metal products,2010.0,919.0,98.0,10.663764961915124,2007.25,8991.0,-609.0,-6.77344010677344
657,33241,Power boiler and heat exchanger manufacturing,2010.0,1258.0,157.0,12.48012718600954,2009.25,324.0,40.0,12.345679012345679
658,33242,"Metal tank, heavy gauge, manufacturing",2010.0,1049.0,159.0,15.15729265967588,2012.25,813.0,82.0,10.08610086100861
659,33243,"Metal can, box, and other container mfg.",2010.0,1150.0,68.0,5.913043478260869,2007.25,873.0,-144.0,-16.49484536082474
660,33251,Hardware manufacturing,2007.25,0.0,0.0,,2007.25,733.0,-60.0,-8.185538881309688
661,33261,Spring and wire product manufacturing,2010.0,892.0,145.0,16.255605381165918,2007.25,1528.0,-171.0,-11.19109947643979
662,33271,Machine shops,2011.0,1002.0,-1002.0,-100.0,2007.25,21614.0,-918.0,-4.247247154622004
663,33272,"Turned product and screw, nut, and bolt mfg.",2010.0,989.0,183.0,18.503538928210315,2007.25,2358.0,-167.0,-7.082273112807464
664,33281,"Coating, engraving, and heat treating metals",2010.0,873.0,110.0,12.600229095074456,2007.25,6944.0,-526.0,-7.574884792626728
665,33291,Metal valve manufacturing,2010.0,1112.0,174.0,15.647482014388489,2007.25,1575.0,-5.0,-0.31746031746031744
666,33299,All other fabricated metal product mfg.,2011.0,1023.0,141.0,13.78299120234604,2013.75,5072.0,265.0,5.224763406940063
667,33311,Agricultural implement manufacturing,2009.25,0.0,1202.0,inf,2013.5,1515.0,67.0,4.422442244224422
668,33312,Construction machinery manufacturing,2007.25,0.0,0.0,,2012.0,848.0,24.0,2.8301886792452833
669,33313,Mining and oil and gas field machinery mfg.,2011.0,1533.0,187.0,12.198303979125896,2009.25,1319.0,300.0,22.744503411675513
670,33321,Sawmill and woodworking machinery,2011.0,919.0,,,2007.25,338.0,,
671,33322,Plastics and rubber industry machinery,2011.0,1202.0,,,2007.25,540.0,,
672,33324,Industrial machinery manufacturing,2007.25,,,,2007.25,,,
673,33329,Other industrial machinery manufacturing,2011.0,1403.0,,,2007.25,3212.0,,
674,33331,Commercial and service industry machinery,2010.0,1236.0,161.0,13.025889967637541,2007.25,2869.0,-130.0,-4.531195538515162
675,33341,Hvac and commercial refrigeration equipment,2010.0,933.0,165.0,17.684887459807076,2009.25,2133.0,113.0,5.2977027660571965
676,33351,Metalworking machinery manufacturing,2011.0,1120.0,118.0,10.535714285714286,2007.25,10286.0,-1654.0,-16.08010888586428
677,33361,Turbine and power transmission equipment mfg.,2011.0,1397.0,57.0,4.08017179670723,2009.5,1177.0,89.0,7.561597281223449
678,33391,Pump and compressor manufacturing,2009.25,1273.0,222.0,17.439120188531028,2009.25,1126.0,94.0,8.348134991119005
679,33392,Material handling equipment manufacturing,2010.0,1070.0,171.0,15.981308411214954,2007.25,1838.0,-139.0,-7.562568008705115
680,33399,All other general purpose machinery mfg.,2010.0,1174.0,223.0,18.99488926746167,2014.25,3847.0,112.0,2.9113595009098
681,33411,Computer and peripheral equipment mfg.,2010.0,2552.0,737.0,28.879310344827587,2015.0,1721.0,5.0,0.2905287623474724
682,33421,Telephone apparatus manufacturing,2010.25,2052.0,265.0,12.914230019493179,2007.25,589.0,-148.0,-25.127334465195243
683,33422,Broadcast and wireless communications equip.,2010.0,1668.0,475.0,28.477218225419666,2009.5,1071.0,144.0,13.445378151260504
684,33429,Other communications equipment manufacturing,2007.25,0.0,0.0,,2007.25,657.0,-36.0,-5.47945205479452
685,33431,Audio and video equipment manufacturing,2009.5,1425.0,251.0,17.614035087719298,2009.5,697.0,4.0,0.5738880918220948
686,33441,Semiconductor and electronic component mfg.,2007.25,0.0,0.0,,2007.25,5921.0,-232.0,-3.918257051173788
687,33451,Electronic instrument manufacturing,2007.25,0.0,0.0,,2010.75,7467.0,468.0,6.267577340297308
688,33461,Magnetic media manufacturing and reproducing,2009.75,1524.0,275.0,18.04461942257218,2007.25,1172.0,-350.0,-29.86348122866894
689,33511,Electric lamp bulb and part manufacturing,2010.0,1283.0,144.0,11.22369446609509,2007.25,205.0,-21.0,-10.24390243902439
690,33512,Lighting fixture manufacturing,2011.0,1017.0,227.0,22.32055063913471,2013.25,1203.0,94.0,7.813798836242726
691,33521,Small electrical appliance manufacturing,2010.0,944.0,235.0,24.89406779661017,2009.5,245.0,29.0,11.83673469387755
692,33522,Major appliance manufacturing,2010.0,1038.0,82.0,7.89980732177264,2007.25,291.0,-46.0,-15.807560137457044
693,33531,Electrical equipment manufacturing,2010.0,1191.0,-1191.0,-100.0,2007.25,2908.0,-44.0,-1.5130674002751032
694,33591,Battery manufacturing,2010.0,1011.0,172.0,17.012858555885263,2009.25,236.0,31.0,13.135593220338984
695,33592,Communication and energy wire and cable mfg.,2010.0,1154.0,253.0,21.923743500866554,2009.25,396.0,32.0,8.080808080808081
696,33593,Wiring device manufacturing,2010.0,1085.0,244.0,22.48847926267281,2007.25,783.0,-63.0,-8.045977011494253
697,33599,Other electrical equipment and component mfg.,2007.25,0.0,0.0,,2009.5,1192.0,256.0,21.476510067114095
698,33611,Automobile and light truck manufacturing,2012.0,1707.0,-92.0,-5.389572349150557,2009.75,359.0,-25.0,-6.963788300835655
699,33612,Heavy duty truck manufacturing,2010.0,1099.0,211.0,19.1992720655141,2009.25,138.0,8.0,5.797101449275362
700,33621,Motor vehicle body and trailer manufacturing,2011.25,0.0,970.0,inf,2007.25,2425.0,-377.0,-15.546391752577318
701,33631,Motor vehicle gasoline engine and parts mfg.,2010.0,1197.0,76.0,6.349206349206349,2007.25,1064.0,-51.0,-4.793233082706767
702,33632,Motor vehicle electric equipment,2010.0,1085.0,-49.0,-4.516129032258064,2007.25,986.0,-207.0,-20.99391480730223
703,33633,Motor vehicle steering and suspension parts,2007.25,1210.0,-160.0,-13.223140495867769,2007.25,281.0,-44.0,-15.658362989323843
704,33634,Motor vehicle brake system manufacturing,2009.5,1053.0,50.0,4.748338081671415,2007.25,273.0,-46.0,-16.84981684981685
705,33635,Motor vehicle power train components mfg.,2011.25,1422.0,-116.0,-8.157524613220815,2007.25,648.0,-56.0,-8.641975308641975
706,33636,Motor vehicle seating and interior trim mfg.,2010.0,899.0,121.0,13.459399332591767,2014.0,498.0,1.0,0.2008032128514056
707,33637,Motor vehicle metal stamping,2010.0,1105.0,76.0,6.877828054298643,2007.25,658.0,-112.0,-17.02127659574468
708,33639,Other motor vehicle parts manufacturing,2010.0,916.0,131.0,14.301310043668122,2007.25,1927.0,-220.0,-11.41670991177997
709,33641,Aerospace product and parts manufacturing,2007.25,0.0,0.0,,2009.5,3087.0,71.0,2.299967606090055
710,33651,Railroad rolling stock manufacturing,2009.25,1109.0,217.0,19.56717763751127,2011.5,318.0,21.0,6.60377358490566
711,33661,Ship and boat building,2010.0,1020.0,172.0,16.862745098039216,2007.25,2021.0,-218.0,-10.786739238000989
712,33699,Other transportation equipment manufacturing,2009.25,1088.0,72.0,6.61764705882353,2014.0,1005.0,-3.0,-0.2985074626865672
713,33711,Wood kitchen cabinet and countertop mfg.,2010.0,691.0,76.0,10.998552821997105,2007.25,11646.0,-3259.0,-27.98385711832389
714,33712,Other household and institutional furniture,2007.25,0.0,0.0,,2007.25,6617.0,-1926.0,-29.106846002720268
715,33721,Office furniture and fixtures manufacturing,2007.25,0.0,0.0,,2007.25,4236.0,-550.0,-12.983947119924458
716,33791,Mattress manufacturing,2010.0,776.0,75.0,9.664948453608249,2007.25,657.0,-120.0,-18.2648401826484
717,33792,Blind and shade manufacturing,2011.0,769.0,46.0,5.981794538361508,2007.25,542.0,-115.0,-21.217712177121772
718,33911,Medical equipment and supplies manufacturing,2012.25,1166.0,150.0,12.864493996569468,2009.75,13200.0,-308.0,-2.3333333333333335
719,33991,Jewelry and silverware manufacturing,2011.25,0.0,998.0,inf,2007.25,2913.0,-559.0,-19.18983865430827
720,33992,Sporting and athletic goods manufacturing,2010.0,907.0,146.0,16.09702315325248,2007.25,2027.0,-148.0,-7.301430685742477
721,33993,"Doll, toy, and game manufacturing",2011.25,1431.0,6.0,0.41928721174004197,2007.25,860.0,-174.0,-20.232558139534884
722,33994,"Office supplies, except paper, manufacturing",2011.25,888.0,32.0,3.6036036036036037,2007.25,852.0,-252.0,-29.577464788732392
723,33995,Sign manufacturing,2011.0,863.0,97.0,11.239860950173812,2007.25,7015.0,-342.0,-4.875267284390591
724,33999,All other miscellaneous manufacturing,2010.0,910.0,204.0,22.41758241758242,2013.5,5957.0,608.0,10.206479771697163
725,42311,Motor vehicle merchant wholesalers,2010.0,959.0,251.0,26.173096976016687,2007.25,6088.0,-178.0,-2.923784494086728
726,42312,New motor vehicle parts merchant wholesalers,2011.0,953.0,98.0,10.283315844700944,2007.25,13448.0,-450.0,-3.34622248661511
727,42313,Tire and tube merchant wholesalers,2010.0,977.0,130.0,13.30603889457523,2009.25,1681.0,274.0,16.299821534800714
728,42314,Used motor vehicle parts merchant wholesalers,2010.0,691.0,107.0,15.48480463096961,2007.25,2997.0,-563.0,-18.785452118785454
729,42321,Furniture merchant wholesalers,2007.25,1123.0,-1123.0,-100.0,2007.25,4691.0,-225.0,-4.796418674056705
730,42322,Home furnishing merchant wholesalers,2010.0,1098.0,151.0,13.752276867030966,2007.25,6444.0,-672.0,-10.42830540037244
731,42331,Lumber and wood merchant wholesalers,2011.0,1031.0,169.0,16.39185257032008,2007.25,8766.0,-1511.0,-17.237052247319188
732,42332,Masonry material merchant wholesalers,2013.0,1027.0,110.0,10.710808179162608,2007.25,5975.0,-533.0,-8.920502092050208
733,42333,Roofing and siding merchant wholesalers,2012.0,1242.0,85.0,6.843800322061192,2007.25,2779.0,-16.0,-0.5757466714645556
734,42339,Other const. material merchant wholesalers,2010.0,1038.0,152.0,14.64354527938343,2007.25,2909.0,-84.0,-2.8875902371949125
735,42341,Photographic equip. merchant wholesalers,2011.0,1724.0,689.0,39.96519721577726,2007.25,1181.0,-136.0,-11.51566469093988
736,42342,Office equipment merchant wholesalers,2011.0,1274.0,0.0,0.0,2007.25,5636.0,-70.0,-1.242015613910575
737,42343,Computer and software merchant wholesalers,2007.25,2141.0,-2141.0,-100.0,2007.25,13898.0,-2133.0,-15.347532018995539
738,42344,Other commercial equip. merchant wholesalers,2010.0,1053.0,161.0,15.289648622981955,2007.25,5361.0,-191.0,-3.562768140272337
739,42345,Medical equipment merchant wholesalers,2007.25,0.0,0.0,,2010.0,17815.0,755.0,4.238001683974179
740,42346,Ophthalmic goods merchant wholesalers,2010.0,1085.0,209.0,19.262672811059907,2007.25,1865.0,-128.0,-6.863270777479894
741,42349,Other professional equip. merchant wholesaler,2007.25,1549.0,-20.0,-1.2911555842479019,2012.5,2975.0,15.0,0.5042016806722689
742,42351,Metal merchant wholesalers,2007.25,1439.0,-1439.0,-100.0,2007.25,8471.0,-228.0,-2.6915358281194663
743,42352,Coal and other mineral merchant wholesalers,2009.25,2315.0,764.0,33.00215982721382,2013.25,370.0,-14.0,-3.783783783783784
744,42361,Elec. equip. and wiring merchant wholesalers,2007.25,0.0,0.0,,2012.25,12529.0,561.0,4.477611940298507
745,42362,Electric appliance merchant wholesalers,2007.25,0.0,0.0,,2014.75,2844.0,16.0,0.5625879043600562
746,42369,Other electronic parts merchant wholesalers,2007.25,1651.0,-1651.0,-100.0,2007.25,13747.0,-1556.0,-11.318833199970904
747,42371,Hardware merchant wholesalers,2010.25,0.0,1211.0,inf,2009.25,6760.0,-311.0,-4.600591715976331
748,42372,Plumbing equip. merchant wholesalers,2011.0,1174.0,132.0,11.243611584327088,2007.25,8099.0,-71.0,-0.8766514384491911
749,42373,Hvac equip. merchant wholesalers,2010.0,1359.0,181.0,13.318616629874908,2010.25,4798.0,276.0,5.752396832013338
750,42374,Refrigeration equip. merchant wholesalers,2010.0,1155.0,148.0,12.813852813852813,2007.25,1355.0,-16.0,-1.1808118081180812
751,42381,Construction equipment merchant wholesalers,2011.0,1237.0,203.0,16.410670978173002,2007.25,5166.0,-281.0,-5.4394115369725125
752,42382,Farm and garden equip. merchant wholesalers,2011.0,1045.0,153.0,14.641148325358852,2007.25,8734.0,-548.0,-6.274330203801237
753,42383,Industrial machinery merchant wholesalers,2007.25,0.0,0.0,,2007.25,30520.0,-1710.0,-5.6028833551769335
754,42384,Industrial supplies merchant wholesalers,2007.25,1199.0,-1199.0,-100.0,2009.25,8994.0,728.0,8.094285078941517
755,42385,Service estab. equip. merchant wholesalers,2010.0,950.0,117.0,12.31578947368421,2007.25,6707.0,-727.0,-10.839421499925452
756,42386,Other transport. goods merchant wholesalers,2011.0,1546.0,15.0,0.9702457956015523,2007.25,3357.0,-174.0,-5.183199285075961
757,42391,Sporting goods merchant wholesalers,2010.0,1020.0,127.0,12.450980392156863,2013.75,5532.0,147.0,2.6572668112798263
758,42392,Toy and hobby goods merchant wholesalers,2007.25,0.0,0.0,,2007.25,2130.0,-208.0,-9.765258215962442
759,42393,Recyclable material merchant wholesalers,2007.25,720.0,-720.0,-100.0,2010.5,8150.0,947.0,11.61963190184049
760,42394,Jewelry merchant wholesalers,2010.0,1146.0,103.0,8.987783595113438,2011.0,7522.0,336.0,4.466897101834618
761,42399,All other durable goods merchant wholesalers,2007.25,0.0,0.0,,2011.0,9737.0,1051.0,10.793879018178083
762,42411,Printing and writing paper merch. whls.,2011.0,1418.0,26.0,1.8335684062059237,2007.25,1091.0,-135.0,-12.37396883593034
763,42412,Office supplies merchant wholesalers,2011.0,919.0,-919.0,-100.0,2007.25,5286.0,-1254.0,-23.72304199772985
764,42413,Industrial paper merchant wholesalers,2010.0,1260.0,-1260.0,-100.0,2007.25,4859.0,-813.0,-16.731837826713317
765,42421,Druggists' goods merchant wholesalers,2009.25,1922.0,118.0,6.139438085327783,2010.75,11158.0,1252.0,11.220648861803191
766,42431,Piece goods merchant wholesalers,2011.0,1105.0,89.0,8.054298642533936,2007.25,3525.0,-206.0,-5.843971631205673
767,42432,Men's and boys' clothing merchant wholesalers,2010.0,1155.0,182.0,15.757575757575756,2007.25,2709.0,-427.0,-15.762273901808785
768,42433,Women's and children's clothing merch. whls.,2010.0,1297.0,159.0,12.259059367771782,2011.0,6434.0,438.0,6.807584706248057
769,42434,Footwear merchant wholesalers,2010.0,1818.0,-319.0,-17.546754675467547,2007.25,2006.0,-258.0,-12.861415752741776
770,42441,General line grocery merchant wholesalers,2010.0,1001.0,142.0,14.185814185814186,2013.5,5677.0,341.0,6.006693676237449
771,42442,Packaged frozen food merchant wholesalers,2010.0,1008.0,170.0,16.865079365079367,2014.5,1788.0,13.0,0.727069351230425
772,42443,Dairy product merchant wholesalers,2010.0,944.0,96.0,10.16949152542373,2010.0,2191.0,129.0,5.887722501141032
773,42444,Poultry product merchant wholesalers,2010.0,870.0,127.0,14.597701149425287,2007.25,587.0,-50.0,-8.517887563884157
774,42445,Confectionery merchant wholesalers,2009.25,979.0,130.0,13.278855975485188,2007.25,3407.0,-94.0,-2.7590255356618725
775,42446,Fish and seafood merchant wholesalers,2012.25,0.0,1010.0,inf,2010.75,2349.0,44.0,1.8731375053214132
776,42447,Meat and meat product merchant wholesalers,2010.0,1004.0,164.0,16.334661354581673,2010.5,2437.0,36.0,1.4772260976610587
777,42448,Fruit and vegetable merchant wholesalers,2010.0,923.0,135.0,14.626218851570963,2010.0,4078.0,297.0,7.282981853849926
778,42449,Other grocery product merchant wholesalers,2010.0,971.0,96.0,9.88671472708548,2012.75,13164.0,348.0,2.643573381950775
779,42451,Grain and field bean merchant wholesalers,2010.0,1119.0,202.0,18.051831992850758,2007.25,4156.0,-127.0,-3.055822906641001
780,42452,Livestock merchant wholesalers,2010.0,342.0,178.0,52.046783625730995,2007.25,1431.0,-141.0,-9.853249475890985
781,42459,Other farm product raw material merch. whls.,2010.75,1042.0,206.0,19.769673704414586,2014.75,906.0,8.0,0.8830022075055187
782,42461,Plastics materials merchant wholesalers,2010.0,1304.0,211.0,16.180981595092025,2007.25,2905.0,-381.0,-13.115318416523236
783,42469,Other chemicals merchant wholesalers,2011.0,1477.0,224.0,15.165876777251185,2007.25,11047.0,-479.0,-4.336018828641261
784,42471,Petroleum bulk stations and terminals,2007.25,0.0,0.0,,2007.25,2796.0,-112.0,-4.005722460658083
785,42472,Other petroleum merchant wholesalers,2007.25,1424.0,-1424.0,-100.0,2007.25,5702.0,-536.0,-9.400210452472816
786,42481,Beer and ale merchant wholesalers,2007.25,1093.0,-5.0,-0.4574565416285453,2013.25,2115.0,121.0,5.721040189125295
787,42482,Wine and spirit merchant wholesalers,2010.25,0.0,1506.0,inf,2009.25,2756.0,803.0,29.136429608127724
788,42491,Farm supplies merchant wholesalers,2009.25,0.0,0.0,,2007.25,11358.0,-271.0,-2.3859834477901036
789,42492,Book and periodical merchant wholesalers,2012.25,875.0,11.0,1.2571428571428571,2007.25,2981.0,-639.0,-21.435759812143576
790,42493,Nursery and florist merchant wholesalers,2010.0,647.0,85.0,13.137557959814528,2007.25,3984.0,-592.0,-14.859437751004014
791,42494,Tobacco and tobacco product merch. whls.,2009.25,954.0,51.0,5.345911949685535,2013.5,1386.0,76.0,5.483405483405483
792,42495,Paint and supplies merchant wholesalers,2012.25,1208.0,172.0,14.23841059602649,2007.25,2526.0,-334.0,-13.222486144101344
793,42499,Other nondurable goods merchant wholesalers,2010.0,998.0,94.0,9.418837675350701,2007.25,13838.0,-835.0,-6.034108975285446
794,42511,Business to business electronic markets,2007.25,0.0,0.0,,2007.25,6236.0,-2145.0,-34.39704939063502
795,42512,Wholesale trade agents and brokers,2007.25,0.0,0.0,,2012.75,226780.0,922.0,0.40656142516976806
796,44111,New car dealers,2011.0,970.0,164.0,16.90721649484536,2007.25,24277.0,-4040.0,-16.641265395230054
797,44112,Used car dealers,2011.0,716.0,126.0,17.59776536312849,2007.25,25729.0,-308.0,-1.1970927746900384
798,44121,Recreational vehicle dealers,2011.0,823.0,181.0,21.992709599027947,2007.25,2926.0,-485.0,-16.57552973342447
799,44122,"Motorcycle, boat, and other vehicle dealers",2009.25,0.0,834.0,inf,2007.25,13962.0,-2138.0,-15.312992407964476
800,44131,Automotive parts and accessories stores,2007.25,545.0,-67.0,-12.293577981651376,2014.75,36349.0,242.0,0.6657679716085724
801,44132,Tire dealers,2010.0,710.0,76.0,10.704225352112676,2010.75,18656.0,1264.0,6.775300171526586
802,44211,Furniture stores,2009.75,426.0,-87.0,-20.422535211267608,2007.25,27768.0,-5605.0,-20.185105157015272
803,44221,Floor covering stores,2014.0,869.0,75.0,8.63060989643268,2007.25,14278.0,-3751.0,-26.27118644067797
804,44229,Other home furnishings stores,2009.75,424.0,18.0,4.245283018867925,2007.25,19040.0,-3630.0,-19.06512605042017
805,44311,"Appliance, tv, and other electronics stores",2007.25,500.0,,,2011.0,36850.0,,
806,44312,Computer and software stores,2007.25,1501.0,,,2007.25,15060.0,,
807,44313,Camera and photographic supplies stores,2009.75,685.0,,,2007.25,2073.0,,
808,44314,Electronics and appliances stores,2007.25,,,,2007.25,,,
809,44411,Home centers,2010.25,0.0,523.0,inf,2007.25,11449.0,-1528.0,-13.346143768014674
810,44412,Paint and wallpaper stores,2012.0,783.0,52.0,6.641123882503193,2007.25,6544.0,-395.0,-6.036063569682152
811,44413,Hardware stores,2007.25,0.0,0.0,,2007.25,15968.0,-1412.0,-8.842685370741483
812,44419,Other building material dealers,2013.25,0.0,1014.0,inf,2007.25,27547.0,-4388.0,-15.929139289214797
813,44421,Outdoor power equipment stores,2010.0,673.0,106.0,15.75037147102526,2007.25,4848.0,-562.0,-11.592409240924093
814,44422,"Nursery, garden, and farm supply stores",2007.25,0.0,0.0,,2011.25,12197.0,263.0,2.1562679347380502
815,44511,Supermarkets and other grocery stores,2011.0,406.0,17.0,4.1871921182266005,2009.75,59548.0,1486.0,2.495465842681534
816,44512,Convenience stores,2011.75,0.0,365.0,inf,2009.75,25983.0,3246.0,12.49278374321672
817,44521,Meat markets,2010.25,0.0,473.0,inf,2007.25,6288.0,-339.0,-5.391221374045801
818,44522,Fish and seafood markets,2010.0,507.0,20.0,3.9447731755424065,2007.25,2365.0,-92.0,-3.890063424947146
819,44523,Fruit and vegetable markets,2007.25,0.0,0.0,,2007.25,3873.0,-154.0,-3.9762458042860835
820,44529,Other specialty food stores,2007.25,0.0,0.0,,2007.25,15660.0,-1241.0,-7.924648786717753
821,44531,"Beer, wine, and liquor stores",2010.5,353.0,49.0,13.881019830028329,2009.75,27017.0,2642.0,9.779028019395195
822,44611,Pharmacies and drug stores,2010.75,0.0,817.0,inf,2009.25,51210.0,11264.0,21.99570396406952
823,44612,Cosmetic and beauty supply stores,2010.75,491.0,-5.0,-1.0183299389002036,2009.5,13118.0,2171.0,16.549778929714893
824,44613,Optical goods stores,2009.75,573.0,34.0,5.93368237347295,2007.25,11845.0,-630.0,-5.318699873364289
825,44619,Other health and personal care stores,2009.25,594.0,55.0,9.25925925925926,2009.75,17195.0,1882.0,10.945042163419599
826,44711,Gasoline stations with convenience stores,2010.0,359.0,26.0,7.242339832869081,2012.25,91505.0,2072.0,2.2643571389541557
827,44719,Other gasoline stations,2007.25,0.0,0.0,,2007.25,14769.0,-3376.0,-22.858690500372404
828,44811,Men's clothing stores,2009.25,438.0,112.0,25.570776255707763,2007.25,7474.0,-1417.0,-18.95905806796896
829,44812,Women's clothing stores,2010.0,338.0,27.0,7.988165680473373,2012.25,27157.0,793.0,2.920057443752992
830,44813,Children's and infants' clothing stores,2013.25,297.0,-13.0,-4.377104377104377,2009.25,5755.0,551.0,9.574283231972199
831,44814,Family clothing stores,2007.25,0.0,0.0,,2007.25,24197.0,-1194.0,-4.9344960119023025
832,44815,Clothing accessories stores,2011.75,439.0,55.0,12.52847380410023,2010.25,8040.0,1325.0,16.480099502487562
833,44819,Other clothing stores,2011.25,0.0,440.0,inf,2007.25,14138.0,-1722.0,-12.179940585655679
834,44821,Shoe stores,2010.0,370.0,13.0,3.5135135135135136,2007.25,23399.0,-2293.0,-9.799564083935211
835,44831,Jewelry stores,2007.25,0.0,0.0,,2007.25,25948.0,-4393.0,-16.93001387390165
836,44832,Luggage and leather goods stores,2010.75,639.0,36.0,5.633802816901409,2007.25,1616.0,-223.0,-13.79950495049505
837,45111,Sporting goods stores,2007.25,0.0,0.0,,2013.5,23739.0,734.0,3.0919583807237037
838,45112,"Hobby, toy, and game stores",2010.5,302.0,-11.0,-3.642384105960265,2009.25,10826.0,901.0,8.322556807685203
839,45113,"Sewing, needlework, and piece goods stores",2007.25,333.0,-8.0,-2.4024024024024024,2007.25,5692.0,-807.0,-14.177793394237526
840,45114,Musical instrument and supplies stores,2007.25,626.0,-59.0,-9.424920127795527,2007.25,4311.0,-440.0,-10.20644861980979
841,45121,Book stores and news dealers,2007.25,0.0,0.0,,2007.25,11825.0,-3633.0,-30.723044397463
842,45122,"Precorded tape, cd, and record stores",2010.0,418.0,,,2007.25,4721.0,,
843,45211,Department stores,2009.5,388.0,-3.0,-0.7731958762886598,2009.25,13104.0,1919.0,14.644383394383395
844,45291,Warehouse clubs and supercenters,2010.0,468.0,44.0,9.401709401709402,2009.25,4606.0,1321.0,28.679982631350416
845,45299,All other general merchandise stores,2009.25,330.0,-330.0,-100.0,2010.0,34042.0,5274.0,15.492626755184771
846,45311,Florists,2011.25,0.0,394.0,inf,2007.25,19703.0,-5789.0,-29.381312490483687
847,45321,Office supplies and stationery stores,2011.0,624.0,10.0,1.6025641025641024,2007.25,11908.0,-2636.0,-22.136378904937857
848,45322,"Gift, novelty, and souvenir stores",2007.25,0.0,0.0,,2007.25,30126.0,-7791.0,-25.861382194781918
849,45331,Used merchandise stores,2012.25,0.0,399.0,inf,2011.0,16409.0,1869.0,11.390090803827169
850,45391,Pet and pet supplies stores,2011.25,0.0,428.0,inf,2012.75,8785.0,408.0,4.644280022766079
851,45392,Art dealers,2007.25,0.0,0.0,,2007.25,6784.0,-1563.0,-23.03950471698113
852,45393,"Manufactured, mobile, home dealers",2013.0,786.0,94.0,11.959287531806616,2007.25,3877.0,-1549.0,-39.95357234975497
853,45399,All other miscellaneous store retailers,2007.25,423.0,-423.0,-100.0,2011.0,28374.0,4826.0,17.00852893494044
854,45411,Electronic shopping and mail-order houses,2007.25,0.0,0.0,,2009.25,15094.0,7499.0,49.68199284483901
855,45421,Vending machine operators,2007.25,0.0,0.0,,2007.25,5278.0,-1319.0,-24.990526714664647
856,45431,Fuel dealers,2007.25,0.0,0.0,,2007.25,9513.0,-1151.0,-12.099232629033954
857,45439,Other direct selling establishments,2007.25,0.0,0.0,,2010.0,7961.0,1638.0,20.57530460997362
858,48111,Scheduled air transportation,2010.0,0.0,0.0,,2007.25,3035.0,-531.0,-17.495881383855025
859,48121,Nonscheduled air transportation,2007.25,0.0,0.0,,2007.25,3389.0,-193.0,-5.694895249336087
860,48211,Rail transportation,2007.25,0.0,0.0,,2012.5,103.0,5.0,4.854368932038835
861,48311,"Sea, coastal, and great lakes transportation",2007.25,0.0,0.0,,2009.25,1063.0,241.0,22.671683913452494
862,48321,Inland water transportation,2007.25,0.0,0.0,,2009.25,748.0,49.0,6.550802139037433
863,48411,"General freight trucking, local",2012.25,0.0,925.0,inf,2013.5,29577.0,1710.0,5.781519423876661
864,48412,"General freight trucking, long-distance",2010.25,0.0,955.0,inf,2015.0,42026.0,528.0,1.2563651073145194
865,48421,Used household and office goods moving,2007.25,0.0,0.0,,2007.25,7852.0,-165.0,-2.1013754457463065
866,48422,"Other specialized trucking, local",2007.25,0.0,0.0,,2007.25,31380.0,-2611.0,-8.320586360739323
867,48423,"Other specialized trucking, long-distance",2010.25,0.0,1070.0,inf,2013.5,9528.0,626.0,6.570109151973131
868,48511,Urban transit systems,2009.75,765.0,123.0,16.07843137254902,2010.0,772.0,-20.0,-2.5906735751295336
869,48521,Interurban and rural bus transportation,2007.25,0.0,0.0,,2012.25,517.0,0.0,0.0
870,48531,Taxi service,2007.25,0.0,0.0,,2010.5,2995.0,294.0,9.81636060100167
871,48532,Limousine service,2007.25,0.0,0.0,,2012.25,4580.0,477.0,10.414847161572052
872,48541,School and employee bus transportation,2010.0,441.0,38.0,8.616780045351474,2009.25,4507.0,-143.0,-3.1728422453960508
873,48551,Charter bus industry,2011.0,386.0,99.0,25.647668393782386,2007.25,1426.0,-78.0,-5.46984572230014
874,48599,Other ground passenger transportation,2007.25,0.0,0.0,,2009.25,3567.0,1084.0,30.389683207176898
875,48611,Pipeline transportation of crude oil,2010.25,2349.0,-328.0,-13.963388676032354,2009.25,417.0,45.0,10.79136690647482
876,48621,Pipeline transportation of natural gas,2009.25,998.0,140.0,14.02805611222445,2013.25,1620.0,92.0,5.679012345679013
877,48691,Refined petroleum product pipeline transport.,2010.25,2167.0,-188.0,-8.675588371019844,2009.25,494.0,54.0,10.931174089068826
878,48699,All other pipeline transportation,2013.0,1486.0,9.0,0.6056527590847914,2007.25,36.0,-2.0,-5.555555555555555
879,48711,"Scenic and sightseeing transportation, land",2011.25,0.0,639.0,inf,2009.5,744.0,144.0,19.35483870967742
880,48721,"Scenic and sightseeing transportation, water",2007.25,0.0,0.0,,2007.25,2072.0,-159.0,-7.673745173745174
